,ZONA_O,ZONA_D,FE_VIA
15991,Jardins,Jardim João XXIII,248
15992,Parque Novo Mundo,Jardim Capela,249
15993,Bela Vista,Jardim Damasceno,249
15994,República,Vila Cordeiro,249
15995,Canindé,Parque Novo Mundo,249
15996,Tietê,Parque Novo Mundo,249
15997,Aclimação,Jardim Capela,249
15998,Jardim Previdência,Centro Empresarial,249
15999,Parque Novo Mundo,Ponte Rasa,249
16000,Jardim Capela,Aclimação,249
16001,Parque Novo Mundo,Penha,249
16002,Parque Novo Mundo,Canindé,249
16003,Jardim Adalgiza,Pamplona,249
16004,Parada Inglesa,Ladeira da Memória,249
16005,Sumaré,Chácara Itaim,249
16006,Chácara Itaim,Sumaré,249
16007,Jardim Aeroporto,Paraíso,249
16008,Vila Sabará,Pires da Mota,249
16009,Gomes Cardim,Bela Vista,249
16010,Parque Novo Mundo,Vila Formosa,249
16011,Vila Suzana,Vieira de Moraes,249
16012,Vila Madalena,Alto da Lapa,249
16013,Paraíso,Jardim Aeroporto,249
16014,Vieira de Moraes,Vila Suzana,249
16015,Coroa,Alto do Ipiranga,249
16016,Parque Novo Mundo,Tietê,249
16017,Jardim Paulistano,Moema,249
16018,Pompéia,Vila Beatriz,249
16019,Ponte Rasa,Parque Novo Mundo,249
16020,Penha,Parque Novo Mundo,249
16021,Vila Formosa,Parque Novo Mundo,249
16022,Bresser,Ponte Rasa,250
16023,Vieira de Moraes,Santa Ifigênia,250
16024,Parque Boturussu,Vila Maria,250
16025,Belenzinho,Vila Bertioga,250
16026,Pinheiros,Real Parque,250
16027,Catumbi,Parque Boturussu,250
16028,Vila Nova Conceição,Vila Clementino,250
16029,Boaçava,Jurubatuba,250
16030,Bexiga,Belenzinho,250
16031,Jardim Mutinga,Vila Leopoldina,250
16032,Pirituba,Parque Continental,250
16033,Penha,Parque Continental,250
16034,Parque Continental,Raposo Tavares,250
16035,Parque Continental,Pirituba,250
16036,Parque Continental,Penha,250
16037,Pirajussara,Riviera,250
16038,Parque Dom Pedro,Jardim da Glória,250
16039,Riviera,Vieira de Moraes,250
16040,Vieira de Moraes,Riviera,250
16041,Trianon,Liberdade,250
16042,Pari,Jaçanã,250
16043,Regente Feijó,Emissário,250
16044,FAAP,Consolação,250
16045,Riviera,Brooklin,250
16046,Orfanato,São Carlos do Pinhal,250
16047,Vila Carmosina,Parque Boturussu,250
16048,Parque Boturussu,Vila Campanela,250
16049,Berrini,Vila Beatriz,250
16050,Parque Boturussu,Bresser,250
16051,Brooklin,Riviera,250
16052,Parque Boturussu,Vila Califórnia,250
16053,Vila Califórnia,Parque Boturussu,250
16054,Parque Dom Pedro,Santana,250
16055,Parque Boturussu,Vila Carmosina,250
16056,Vila Bertioga,Gomes Cardim,250
16057,Belenzinho,Bexiga,250
16058,Parque Boturussu,Catumbi,250
16059,Jaçanã,Pari,250
16060,Jardim Europa,Liberdade,250
16061,Parque Boturussu,Santo Amaro,250
16062,Santa Ifigênia,Bexiga,250
16063,Vila Campanela,Parque Boturussu,250
16064,Gomes Cardim,Vila Bertioga,250
16065,Emissário,Regente Feijó,250
16066,Parada Inglesa,Sé,250
16067,Vila Bertioga,Belenzinho,250
16068,Vila Maria,Parque Boturussu,250
16069,Riviera,Pirajussara,250
16070,Vieira de Moraes,Jardim Europa,250
16071,Pamplona,Água Funda,251
16072,São Miguel Paulista,Jardim João XXIII,251
16073,Bela Vista,Moinho Velho,251
16074,Oriente,Jardim João XXIII,251
16075,Luz,Água Funda,251
16076,Cidade Satélite,Luz,251
16077,Jardim Bom Clima,Moinho Velho,251
16078,Chácara do Piqueri,Tietê,251
16079,Bandeirantes,Moinho Velho,251
16080,Jardim João XXIII,Oriente,251
16081,Vila Missionária,Moinho Velho,251
16082,Água Funda,Luz,251
16083,Vila São José,Glicério,251
16084,Água Funda,Vila Santa Catarina,251
16085,Jardim João XXIII,Parque Arariba,251
16086,Vila Santa Catarina,Água Funda,251
16087,Parque da Moóca,Tatuapé,251
16088,Centro Empresarial,Água Funda,251
16089,Água Funda,Pamplona,251
16090,Alto de Pinheiros,CEASA,251
16091,Moinho Velho,Bandeirantes,251
16092,Higienópolis,Moinho Velho,251
16093,Água Funda,Vila Monumento,251
16094,Luz,Cidade Satélite,251
16095,Água Funda,Centro Empresarial,251
16096,Luz,Vila Monumento,251
16097,Pamplona,Tietê,251
16098,Moinho Velho,Jardim Bom Clima,251
16099,Moema,Moinho Velho,251
16100,Moinho Velho,Centro Empresarial,251
16101,Lapa de Baixo,Água Funda,251
16102,Moinho Velho,França Pinto,251
16103,Moinho Velho,Higienópolis,251
16104,Parque Arariba,Jardim João XXIII,251
16105,CEASA,Alto de Pinheiros,251
16106,Chácara do Piqueri,Santa Cecília,251
16107,Centro Empresarial,Moinho Velho,251
16108,Emissário,Jardim da Saúde,251
16109,Moinho Velho,Vila Missionária,251
16110,Mirandópolis,Moinho Velho,251
16111,Jardim João XXIII,São Miguel Paulista,251
16112,Vila Guilhermina,Cidade Tiradentes,252
16113,Parque São Jorge,Perus,252
16114,Alto de Pinheiros,Vila Hamburguesa,252
16115,Cidade Universitária,Água Funda,252
16116,Rodrigues Alves,Água Funda,252
16117,Vila Guilhermina,Campo Belo,252
16118,Água Funda,Alfredo Pujol,252
16119,Vila Guilhermina,Jardim Anália Franco,252
16120,Parque Morro Doce,Carandiru,252
16121,Mutinga,Alfredo Pujol,252
16122,Campo Belo,Vila Guilhermina,252
16123,Jardim Aeroporto,Vila Socorro,252
16124,Masp,Vila Olímpia,252
16125,Rudge,Perdizes,252
16126,São Domingos,Liberdade,252
16127,Vila Carmosina,Vila Guilhermina,252
16128,Parque Peruche,Vila Anglo Brasileira,252
16129,João Teodoro,Vila Isolina Mazzei,252
16130,Luz,Vila Guilhermina,252
16131,Parque Morro Doce,Parque Peruche,252
16132,FAAP,Oscar Freire,252
16133,Liberdade,São Domingos,252
16134,Glicério,Parque Dom Pedro,252
16135,Oscar Freire,Água Funda,252
16136,Ponte Pequena,Parque Novo Mundo,252
16137,Vila Guilhermina,Vila Carmosina,252
16138,Vila Anglo Brasileira,Parque Peruche,252
16139,Água Funda,Rodrigues Alves,252
16140,Liberdade,Ponte Pequena,252
16141,Paraíso,Vila Cordeiro,252
16142,Diadema,Vila Madalena,252
16143,Vila Guilhermina,Fazenda da Juta,252
16144,Fazenda da Juta,Vila Guilhermina,252
16145,França Pinto,Liberdade,252
16146,Morumbi,Saúde,252
16147,Gasômetro,Vila Guilhermina,252
16148,Parque Novo Mundo,Ponte Pequena,252
16149,Consolação,Alto de Pinheiros,252
16150,Gleba do Pessêgo,Oriente,252
16151,Carandiru,Parque Morro Doce,252
16152,Parque Peruche,Mutinga,252
16153,Vila Guilhermina,Gasômetro,252
16154,Vila Buarque,Água Funda,252
16155,Barra Funda,Vila Guilhermina,252
16156,Vila Guilhermina,Barra Funda,252
16157,Jardim Anália Franco,Vila Guilhermina,252
16158,Perus,Parque São Jorge,252
16159,Alfredo Pujol,Vila Clementino,252
16160,Parque Peruche,Parque Morro Doce,252
16161,Tremembé,França Pinto,253
16162,Saúde,Vila Gustavo,253
16163,Quarta Parada,Ponte Rasa,253
16164,Pacaembu,Vila Guilhermina,253
16165,Clínicas,Ponte Rasa,253
16166,Rudge,Vila Maria,253
16167,Vila Guilhermina,República,253
16168,Ponte Pequena,Terceira Divisão,253
16169,Vila Gustavo,Treze de Maio,253
16170,Parque Novo Mundo,Brás,253
16171,Vila Guilhermina,Tiquatira,253
16172,Higienópolis,Ponte Rasa,253
16173,Vila Guilhermina,Pacaembu,253
16174,França Pinto,Tremembé,253
16175,Masp,Vila Gustavo,253
16176,Parque Novo Mundo,Vila Medeiros,253
16177,Ponte Rasa,Higienópolis,253
16178,Ponte Rasa,Clínicas,253
16179,Bela Vista,Ponte Rasa,253
16180,Brás,Parque Novo Mundo,253
16181,Vila Gustavo,Saúde,253
16182,Parque Continental,Joaquim Nabuco,253
16183,Mirandópolis,Campo Belo,253
16184,Vila Guilhermina,Vila Buarque,253
16185,Moema,Vila Gustavo,253
16186,Pinheiros,FAAP,253
16187,Parque Novo Mundo,Santana,253
16188,Parque Novo Mundo,Parque Anhembi,253
16189,Moóca,Vila Gustavo,253
16190,Orfanato,Vila Gustavo,253
16191,Vila Gustavo,Moema,253
16192,Vila Gustavo,Orfanato,253
16193,Terceira Divisão,Ponte Pequena,253
16194,República,Vila Guilhermina,253
16195,Ponte Rasa,Quarta Parada,253
16196,Santa Ifigênia,Águia de Haia,253
16197,Praça João Mendes,Itaquera,253
16198,Zaki Narchi,Vila Gustavo,253
16199,Parque Anhembi,Parque Novo Mundo,253
16200,Parque Novo Mundo,Casa Verde,253
16201,Ponte Rasa,Santa Ifigênia,253
16202,Santana,Parque Novo Mundo,253
16203,Cidade Universitária,Francisco Matarazzo,254
16204,Cardoso de Almeida,Jardim Mutinga,254
16205,Emissário,Jaçanã,254
16206,Joaquim Nabuco,Jardins,254
16207,Berrini,Vila Sabará,254
16208,Regente Feijó,Independência,254
16209,Vila Buarque,Pompéia,254
16210,Boaçava,Perdizes,254
16211,Vila Buarque,Vila Clementino,254
16212,Brooklin,Bela Vista,254
16213,Jaçanã,Emissário,254
16214,Santa Ifigênia,Brás,254
16215,Regente Feijó,Vila Maria,254
16216,Masp,Cambuci,254
16217,Moema,Zequinha de Abreu,254
16218,República,Cidade Vargas,254
16219,Masp,Vila Mariana,254
16220,Independência,Regente Feijó,254
16221,Pires da Mota,Pirituba,254
16222,Tremembé,Chácara Itaim,254
16223,Vila Leopoldina,Vila Beatriz,254
16224,Jardim Aeroporto,Liberdade,254
16225,Lapa,Bela Vista,255
16226,Sé,Sapopemba,255
16227,Jardim da Glória,Planalto Paulista,255
16228,Parada Inglesa,Tremembé,255
16229,Bela Vista,Lapa,255
16230,Cidade Satélite,Limoeiro,255
16231,Francisco Matarazzo,Pompéia,255
16232,Vila Monumento,Vila Buarque,255
16233,Vila Beatriz,Ladeira da Memória,255
16234,Vila Nova Conceição,Jurubatuba,255
16235,Planalto Paulista,Jardim da Glória,255
16236,Belenzinho,Ponte Pequena,255
16237,Bosque da Saúde,Jardim da Glória,255
16238,Jardim Caxingui,Vila Suzana,255
16239,Ponte Pequena,Belenzinho,255
16240,Emissário,Vila Suzana,255
16241,Lapa de Baixo,Limão,255
16242,Ladeira da Memória,Vila Beatriz,255
16243,Tatuapé,Belém,255
16244,Jardim Vitória Régia,Campo Belo,255
16245,Cocaia,Vila São Pedro,256
16246,Cidade Universitária,Tiquatira,256
16247,Ladeira da Memória,Tiquatira,256
16248,Tiquatira,Regente Feijó,256
16249,Vila Nova Conceição,Tiquatira,256
16250,Parque Continental,Vila Leopoldina,256
16251,PUC,Parque Ibirapuera,256
16252,Marechal Deodoro,Ladeira da Memória,256
16253,Rodrigues Alves,Jardim Aeroporto,256
16254,Vila Leopoldina,Itaberaba,256
16255,Parque Continental,Alto da Lapa,256
16256,Trianon,Cardoso de Almeida,256
16257,Cardoso de Almeida,Itaberaba,256
16258,Vila Sônia,Paraíso,256
16259,Cidade Universitária,Vila Buarque,256
16260,Tiquatira,Vila Nova Conceição,256
16261,Jardim Peri,Itaberaba,256
16262,Bosque da Saúde,Parque Ibirapuera,256
16263,Itaberaba,Santa Ifigênia,256
16264,Itaberaba,Jardim São Paulo,256
16265,Itaberaba,Jardim Peri,256
16266,Casa Verde,Itaberaba,256
16267,Sumaré,Jardim Europa,256
16268,Itaberaba,Sé,256
16269,Itaberaba,Vila Leopoldina,256
16270,Canindé,Itaberaba,256
16271,Itaberaba,Casa Verde,256
16272,Itaberaba,Cardoso de Almeida,256
16273,Itaberaba,Canindé,256
16274,Francisco Matarazzo,Parque Continental,256
16275,Itaberaba,Bom Retiro,256
16276,Vila Carrão,Vila Curuçá,256
16277,Bom Retiro,Itaberaba,256
16278,Tiquatira,Vila Jacuí,256
16279,Jurubatuba,Jardim Vitória Régia,256
16280,Vila Jacuí,Tiquatira,256
16281,Tiquatira,Cidade Universitária,256
16282,Aclimação,Paraíso,256
16283,Jardim Aeroporto,República,256
16284,Independência,Alto de Pinheiros,256
16285,Vila São Pedro,Cocaia,256
16286,Jardim São Paulo,Itaberaba,256
16287,Regente Feijó,Tiquatira,256
16288,Tiquatira,Catumbi,256
16289,Água Branca,Tiquatira,256
16290,Sapopemba,Moóca,257
16291,Liberdade,Sapopemba,257
16292,Sapopemba,Parque Dom Pedro,257
16293,Vila Bertioga,Sapopemba,257
16294,Parque Anhembi,Itaberaba,257
16295,São Domingos,Itaberaba,257
16296,Vila Madalena,Brooklin,257
16297,Carandiru,Vila Gustavo,257
16298,Chácara Flora,Vila Sônia,257
16299,Celso Garcia,Sapopemba,257
16300,Itaberaba,Santa Cecília,257
16301,Penha,Bela Vista,257
16302,Moóca,Sapopemba,257
16303,Vila Suzana,Alto de Pinheiros,257
16304,Vila Carmosina,Sapopemba,257
16305,Santa Ifigênia,Tatuapé,257
16306,Sapopemba,Vila Zelina,257
16307,Vila Zelina,Sapopemba,257
16308,Itaberaba,Parque Anhembi,257
16309,Rio Verde,Sapopemba,257
16310,Santa Cruz,Gomes Cardim,257
16311,Jardim Ângela,Vila Gustavo,257
16312,Bexiga,Parque Morro Doce,257
16313,Santa Cecília,Vila Miranda,257
16314,Cidade Universitária,Santa Cecília,257
16315,Bom Retiro,Sapopemba,257
16316,Santo Amaro,Freguesia do Ó,257
16317,Parque Peruche,Luz,257
16318,Sumaré,Trianon,257
16319,Cidade Universitária,Jaguaré,257
16320,Parque Dom Pedro,Sapopemba,257
16321,Sapopemba,Bom Retiro,257
16322,Sapopemba,Celso Garcia,257
16323,Vila Anglo Brasileira,Clínicas,257
16324,Vila Miranda,Santa Cecília,257
16325,Parque Morro Doce,CEASA,257
16326,Chácara do Piqueri,Liberdade,257
16327,Bosque da Saúde,Anchieta,257
16328,Sapopemba,Artur Alvim,257
16329,Santa Cecília,Clínicas,257
16330,Granja Julieta,Trianon,257
16331,Parque Morro Doce,Santa Ifigênia,257
16332,Marechal Deodoro,Itaberaba,257
16333,Clínicas,Itaberaba,257
16334,Vila Gustavo,Jardim Ângela,257
16335,Independência,Clínicas,257
16336,Casa Verde,Cidade Universitária,257
16337,Vila Gustavo,Carandiru,257
16338,Jaguaré,Cidade Universitária,257
16339,Freguesia do Ó,Santo Amaro,257
16340,Jardim São Paulo,Higienópolis,258
16341,Glicério,Vila Carrão,258
16342,Belém,Oriente,258
16343,Jardim Aeroporto,Vila Clementino,258
16344,Freguesia do Ó,Bom Retiro,258
16345,Bresser,João Teodoro,258
16346,Pinheiros,Freguesia do Ó,258
16347,Santa Marina,Jardim Cambará,258
16348,Coroa,Tremembé,258
16349,Vila Bertioga,Quarta Parada,258
16350,Jaguaré,Cardoso de Almeida,258
16351,França Pinto,Moóca,258
16352,Jardim Cambará,CEASA,258
16353,Sapopemba,Bom Jardim,258
16354,Aricanduva,Freguesia do Ó,258
16355,Jardim Cambará,Santa Marina,258
16356,Jardim Cambará,Morumbi,258
16357,Jardim Cambará,Moema,258
16358,Jardim Cambará,Mar Paulista,258
16359,Oriente,Sapopemba,258
16360,Bom Retiro,Freguesia do Ó,258
16361,Oriente,Paraíso,258
16362,Bom Jardim,Sapopemba,258
16363,Alto do Ipiranga,Jardim da Glória,258
16364,Santo Amaro,Jardim Cambará,258
16365,Jardim Cambará,Santo Amaro,258
16366,Consolação,Jardim Cambará,258
16367,Sapopemba,Oriente,258
16368,Jardim Cambará,Vila Madalena,258
16369,Jardim Cambará,Jardim Japão,258
16370,Jardim Cambará,Zequinha de Abreu,258
16371,Jardim Cambará,Jaguaré,258
16372,Jardim Cambará,Jabaquara,258
16373,Jardim Cambará,Francisco Matarazzo,258
16374,Jardim Cambará,Fazenda Morumbi,258
16375,Jardim Cambará,Consolação,258
16376,Vila Matilde,Sapopemba,258
16377,Freguesia do Ó,Pinheiros,258
16378,Oscar Freire,Oriente,258
16379,Jardim Cambará,Ana Rosa,258
16380,Jardim Japão,Jardim Cambará,258
16381,Freguesia do Ó,Aricanduva,258
16382,Paraíso,Fazenda Morumbi,258
16383,Vila Maria,Sé,258
16384,CEASA,Jardim Cambará,258
16385,Masp,Santa Cruz,258
16386,Vila Formosa,José Bonifácio,258
16387,Ana Rosa,Jardim Cambará,258
16388,Parque da Moóca,Liberdade,258
16389,José Bonifácio,Vila Carrão,258
16390,Mar Paulista,Jardim Cambará,258
16391,Masp,Jardim Cambará,258
16392,Higienópolis,Zequinha de Abreu,258
16393,Parada Inglesa,Freguesia do Ó,258
16394,Zequinha de Abreu,Jardim Cambará,258
16395,Cardoso de Almeida,Jaguaré,258
16396,Vila Anastácio,Parque Morro Doce,258
16397,Cidade A.E.Carvalho,Independência,258
16398,Masp,Mirandópolis,258
16399,Perdizes,Quarta Parada,258
16400,Fazenda Morumbi,Jardim Cambará,258
16401,Higienópolis,Jardim São Paulo,258
16402,Quarta Parada,Perdizes,258
16403,Vila Mariana,Cidade Universitária,258
16404,Vila São José,Independência,258
16405,Freguesia do Ó,Parada Inglesa,258
16406,Jabaquara,Campo Belo,259
16407,Independência,Paraíso,259
16408,Moema,Bresser,259
16409,Moóca,Vila Monumento,259
16410,Bela Aliança,Lapa,259
16411,Clínicas,Casa Verde,259
16412,Água Funda,Vila Nova Conceição,259
16413,Tiquatira,Ladeira da Memória,259
16414,Parque Dom Pedro,Jardim da Saúde,259
16415,Aclimação,Águia de Haia,259
16416,Vila Ipojuca,Rio Pequeno,259
16417,Jardim Luzitânia,Vila Gumercindo,259
16418,República,Cambuci,259
16419,PUC,Oscar Freire,259
16420,Saúde,Vila Cordeiro,259
16421,Santa Terezinha,Carandiru,259
16422,Vila São José,República,259
16423,Moema,Água Funda,259
16424,Celso Garcia,Vila Isolina Mazzei,259
16425,Santa Cruz,Vila São José,259
16426,Centro Cultural,Praça João Mendes,259
16427,Águia de Haia,Aclimação,259
16428,Consolação,Alfredo Pujol,259
16429,Vila Cordeiro,Saúde,259
16430,Bom Retiro,Moema,259
16431,Lapa de Baixo,Santana,259
16432,Bresser,Moema,259
16433,Centro Cultural,Rodrigues Alves,259
16434,Moema,Perus,259
16435,Santana,Água Funda,259
16436,São Carlos do Pinhal,Moema,259
16437,Perus,Moema,259
16438,Carandiru,Santa Terezinha,259
16439,Real Parque,Pinheiros,260
16440,Santo Amaro,Jardim João XXIII,260
16441,Vila Gumercindo,Vila Carioca,260
16442,Jardim João XXIII,Mirandópolis,260
16443,Pompéia,Jardim João XXIII,260
16444,Vila Nova Conceição,Brooklin,260
16445,Parque Peruche,Butantã,260
16446,Campo Grande,Bela Vista,260
16447,Vila Buarque,Parque Peruche,260
16448,Granja Julieta,Bela Vista,260
16449,Lapa,Santa Terezinha,260
16450,Vila Guilherme,Pari,260
16451,Vila Madalena,Granja Julieta,260
16452,Alfredo Pujol,Pompéia,260
16453,Lapa,Parque Peruche,260
16454,Pinheiros,Liberdade,260
16455,Vila Zatt,Jardim João XXIII,260
16456,Parque Peruche,Chácara Itaim,260
16457,Berrini,República,260
16458,Parque Peruche,Paraíso,260
16459,Jardim João XXIII,Santo Amaro,260
16460,Penha,Clínicas,260
16461,Santo Amaro,Parque Peruche,260
16462,Mirandópolis,Clínicas,260
16463,Vila Maria,Parque Peruche,260
16464,Vila Jaguara,Mirandópolis,260
16465,Butantã,Parque Peruche,260
16466,Sé,Parque Peruche,260
16467,Vila Nova Conceição,Parque Morro Doce,260
16468,Vila Carioca,Vila Gumercindo,260
16469,Jardim João XXIII,Pompéia,260
16470,Oriente,Brás,260
16471,Cidade Universitária,Jardim João XXIII,260
16472,Parque Peruche,Santo Amaro,260
16473,República,Berrini,260
16474,Jardim João XXIII,Cidade Universitária,260
16475,Cambuci,Oscar Freire,260
16476,Pompéia,Parque Peruche,260
16477,Tucuruvi,Tietê,260
16478,Joaquim Nabuco,Ladeira da Memória,260
16479,Paraíso,Parque Peruche,260
16480,Vila São José,Vila Santa Catarina,261
16481,Rio Bonito,Cidade Universitária,261
16482,Riviera,Liberdade,261
16483,Riviera,Jardim Miriam,261
16484,Vila Santa Catarina,Santa Ifigênia,261
16485,Parque Peruche,Rio Verde,261
16486,Vila Santa Catarina,Vila São José,261
16487,Riviera,Pinheiros,261
16488,Jardim Miriam,Riviera,261
16489,Cangaíba,Jardim da Glória,261
16490,Santa Cecília,Rio Bonito,261
16491,Praça João Mendes,Riviera,261
16492,Riviera,Praça João Mendes,261
16493,Pinheiros,Riviera,261
16494,Parque Interlagos,Riviera,261
16495,Vila Santa Catarina,Parque Dom Pedro,261
16496,Chácara do Piqueri,Penha,261
16497,Riviera,Parque Interlagos,261
16498,Trianon,Glicério,261
16499,Ladeira da Memória,Vila Santa Catarina,261
16500,Higienópolis,França Pinto,261
16501,Vila Santa Catarina,Brás,261
16502,Tucuruvi,Santa Terezinha,261
16503,Moóca,Saúde,261
16504,Belém,Vila Maria,261
16505,Brás,Vila Santa Catarina,261
16506,Vila Santa Catarina,Clínicas,261
16507,Ana Rosa,Vila Santa Catarina,261
16508,Pari,Tremembé,261
16509,Liberdade,Riviera,261
16510,Riviera,Emissário,261
16511,Santa Terezinha,Tucuruvi,261
16512,Paraíso,Cangaíba,261
16513,Emissário,Riviera,261
16514,Sé,Jardim Paulistano,261
16515,Pinheiros,Pompéia,261
16516,Riviera,Jardim Luzitânia,261
16517,Tietê,Alto do Ipiranga,261
16518,Jardim da Glória,Cangaíba,261
16519,Cidade Universitária,Vila Isolina Mazzei,261
16520,Pirajussara,Ponte Pequena,262
16521,Bela Vista,Berrini,262
16522,Pires da Mota,Vila Buarque,262
16523,Jardim Europa,Santa Terezinha,262
16524,Campinas,Consolação,262
16525,República,Lapa de Baixo,262
16526,Santa Terezinha,Jardim Europa,262
16527,Paraíso,PUC,262
16528,Chácara Flora,Pirajussara,262
16529,Praça João Mendes,Clínicas,262
16530,Pirajussara,Chácara Flora,262
16531,Bela Vista,Chácara Klabin,262
16532,Saúde,Hélio Pelegrino,262
16533,Pirajussara,Jóquei Clube,262
16534,Jardim São Paulo,Vila Clementino,262
16535,Vila Miranda,Jardim Represa,262
16536,Vila Independência,Itaim Paulista,262
16537,Jóquei Clube,Pirajussara,262
16538,Francisco Matarazzo,Jardim São Paulo,262
16539,Boaçava,Pirajussara,262
16540,Parque Dom Pedro,Jardim Paulistano,262
16541,Itaim Paulista,Vila Independência,262
16542,Hélio Pelegrino,Saúde,262
16543,Centro Cultural,Cambuci,262
16544,Ana Rosa,Jardim Bonfiglioli,262
16545,Aricanduva,Jardim Brasil,263
16546,Aricanduva,Jardim Adalgiza,263
16547,Aricanduva,Moóca,263
16548,Aricanduva,Jaguaré,263
16549,Anchieta,Pirajussara,263
16550,Pirajussara,Anchieta,263
16551,Vila Anastácio,Vila Madalena,263
16552,Francisco Matarazzo,Anchieta,263
16553,Pirajussara,Centro Empresarial,263
16554,Jaguaré,Aricanduva,263
16555,Jardim Adalgiza,Aricanduva,263
16556,Limão,Cidade Líder,263
16557,Cambuci,Centro Cultural,263
16558,Jardim Brasil,Aricanduva,263
16559,Anchieta,Francisco Matarazzo,263
